#Turn	Emit_x
-1	4.041690e-06
0	4.083740e-06
1	4.084183e-06
2	3.996296e-06
3	4.007808e-06
4	4.044051e-06
5	3.951730e-06
6	3.947978e-06
7	4.014971e-06
8	3.933937e-06
9	3.933161e-06
10	4.014805e-06
11	3.953568e-06
12	3.971102e-06
13	4.042437e-06
14	3.999535e-06
15	4.045003e-06
16	4.078438e-06
17	4.044834e-06
18	4.122742e-06
19	4.096218e-06
20	4.061601e-06
21	4.173507e-06
22	4.077336e-06
23	4.037153e-06
24	4.182871e-06
25	4.022381e-06
26	3.981959e-06
27	4.158338e-06
28	3.951239e-06
29	3.924989e-06
30	4.122871e-06
31	3.892616e-06
32	3.899035e-06
33	4.100709e-06
34	3.868830e-06
35	3.924178e-06
36	4.103659e-06
37	3.884320e-06
38	3.998130e-06
39	4.125142e-06
40	3.923876e-06
41	4.097882e-06
42	4.144517e-06
43	3.961183e-06
44	4.191071e-06
45	4.138739e-06
46	3.972926e-06
47	4.250894e-06
48	4.094969e-06
49	3.951025e-06
50	4.267167e-06
51	4.017615e-06
52	3.906792e-06
53	4.248547e-06
54	3.926495e-06
55	3.865302e-06
56	4.215783e-06
57	3.847564e-06
58	3.853407e-06
59	4.190303e-06
60	3.801320e-06
61	3.887690e-06
62	4.184121e-06
63	3.794570e-06
64	3.967855e-06
65	4.195424e-06
66	3.818848e-06
67	4.077682e-06
68	4.210869e-06
69	3.855368e-06
70	4.192072e-06
71	4.212568e-06
72	3.883629e-06
73	4.286537e-06
74	4.186170e-06
75	3.889713e-06
76	4.345183e-06
77	4.126642e-06
78	3.870974e-06
79	4.364461e-06
80	4.039768e-06
81	3.835793e-06
82	4.352024e-06
83	3.939455e-06
84	3.799306e-06
85	4.322135e-06
86	3.842591e-06
87	3.777495e-06
88	4.290018e-06
89	3.763847e-06
90	3.782151e-06
91	4.267395e-06
92	3.712242e-06
93	3.818230e-06
94	4.260306e-06
95	3.690106e-06
96	3.883795e-06
97	4.269185e-06
98	3.694082e-06
99	3.971791e-06
100	4.290427e-06
101	3.717248e-06
102	4.072580e-06
103	4.318507e-06
104	3.751432e-06
105	4.176340e-06
106	4.347893e-06
107	3.789095e-06
108	4.274808e-06
109	4.374369e-06
110	3.824468e-06
111	4.362191e-06
112	4.395658e-06
113	3.853968e-06
114	4.435325e-06
115	4.411468e-06
116	3.876078e-06
117	4.493341e-06
118	4.423177e-06
119	3.890940e-06
120	4.537070e-06
121	4.433386e-06
122	3.899906e-06
123	4.568419e-06
124	4.445498e-06
125	3.905185e-06
126	4.589855e-06
127	4.463411e-06
128	3.909652e-06
129	4.604038e-06
130	4.491319e-06
131	3.916787e-06
132	4.613568e-06
133	4.533530e-06
134	3.930625e-06
135	4.620741e-06
136	4.594136e-06
137	3.955546e-06
138	4.627138e-06
139	4.676295e-06
140	3.995685e-06
141	4.632842e-06
142	4.780873e-06
143	4.053770e-06
144	4.635184e-06
145	4.904280e-06
146	4.129444e-06
147	4.627252e-06
148	5.035800e-06
149	4.217637e-06
150	4.597177e-06
151	5.155587e-06
152	4.308334e-06
153	4.530284e-06
154	5.235815e-06
155	4.389743e-06
156	4.416621e-06
157	5.248126e-06
158	4.456402e-06
159	4.264163e-06
160	5.178443e-06
161	4.520737e-06
162	4.110829e-06
163	5.042226e-06
164	4.619276e-06
165	4.019655e-06
166	4.880270e-06
167	4.793993e-06
168	4.044060e-06
169	4.718603e-06
170	5.032710e-06
171	4.178896e-06
172	4.530764e-06
173	5.220624e-06
174	4.356128e-06
175	4.288264e-06
176	5.220605e-06
177	4.524016e-06
178	4.065514e-06
179	5.031878e-06
180	4.734752e-06
181	4.013636e-06
182	4.769082e-06
183	5.045827e-06
184	4.180531e-06
185	4.456766e-06
186	5.253771e-06
187	4.432043e-06
188	4.124499e-06
189	5.130399e-06
190	4.692659e-06
191	3.996877e-06
192	4.802210e-06
193	5.061630e-06
194	4.193402e-06
195	4.384884e-06
196	5.264087e-06
197	4.509254e-06
198	4.028608e-06
199	5.022693e-06
200	4.866903e-06
201	4.061552e-06
202	4.567183e-06
203	5.247094e-06
204	4.409280e-06
205	4.086470e-06
206	5.119772e-06
207	4.793098e-06
208	4.022284e-06
209	4.627254e-06
210	5.235667e-06
211	4.393517e-06
212	4.079657e-06
213	5.121175e-06
214	4.822595e-06
215	4.038177e-06
216	4.560743e-06
217	5.267415e-06
