#Turn	Emit_x
-1	4.377580e-06
0	4.423262e-06
1	4.422397e-06
2	4.326365e-06
3	4.338938e-06
4	4.376010e-06
5	4.276448e-06
6	4.272588e-06
7	4.342669e-06
8	4.257285e-06
9	4.256703e-06
10	4.342639e-06
11	4.280731e-06
12	4.299604e-06
13	4.374373e-06
14	4.333780e-06
15	4.381800e-06
16	4.415480e-06
17	4.385420e-06
18	4.466775e-06
19	4.435691e-06
20	4.404031e-06
21	4.520101e-06
22	4.414434e-06
23	4.375690e-06
24	4.526497e-06
25	4.353082e-06
26	4.312991e-06
27	4.495700e-06
28	4.274836e-06
29	4.249241e-06
30	4.454543e-06
31	4.212326e-06
32	4.221344e-06
33	4.430421e-06
34	4.190103e-06
35	4.250981e-06
36	4.435795e-06
37	4.211836e-06
38	4.334109e-06
39	4.461954e-06
40	4.258932e-06
41	4.443592e-06
42	4.484637e-06
43	4.300936e-06
44	4.542739e-06
45	4.477799e-06
46	4.311952e-06
47	4.602427e-06
48	4.427960e-06
49	4.284329e-06
50	4.613217e-06
51	4.341685e-06
52	4.232643e-06
53	4.586990e-06
54	4.242645e-06
55	4.186358e-06
56	4.548366e-06
57	4.160349e-06
58	4.175604e-06
59	4.521295e-06
60	4.116778e-06
61	4.217545e-06
62	4.517814e-06
63	4.117481e-06
64	4.309581e-06
65	4.533800e-06
66	4.150640e-06
67	4.431401e-06
68	4.552494e-06
69	4.193597e-06
70	4.553799e-06
71	4.553117e-06
72	4.223181e-06
73	4.649804e-06
74	4.520249e-06
75	4.225126e-06
76	4.703510e-06
77	4.450047e-06
78	4.198814e-06
79	4.713601e-06
80	4.351211e-06
81	4.156106e-06
82	4.691147e-06
83	4.241101e-06
84	4.115659e-06
85	4.653647e-06
86	4.139351e-06
87	4.095790e-06
88	4.618348e-06
89	4.061858e-06
90	4.108825e-06
91	4.597346e-06
92	4.017180e-06
93	4.158546e-06
94	4.595594e-06
95	4.005883e-06
96	4.240704e-06
97	4.611539e-06
98	4.022179e-06
99	4.345515e-06
100	4.639339e-06
101	4.056711e-06
102	4.460845e-06
103	4.671524e-06
104	4.099362e-06
105	4.575044e-06
106	4.701245e-06
107	4.141395e-06
108	4.678868e-06
109	4.723699e-06
110	4.176611e-06
111	4.766349e-06
112	4.736671e-06
113	4.201617e-06
114	4.834781e-06
115	4.740381e-06
116	4.215459e-06
117	4.884120e-06
118	4.736949e-06
119	4.218979e-06
120	4.916157e-06
121	4.729742e-06
122	4.214173e-06
123	4.933710e-06
124	4.722839e-06
125	4.203740e-06
126	4.940017e-06
127	4.720692e-06
128	4.190890e-06
129	4.938367e-06
130	4.727993e-06
131	4.179376e-06
132	4.931942e-06
133	4.749653e-06
134	4.173623e-06
135	4.923735e-06
136	4.790700e-06
137	4.178761e-06
138	4.916372e-06
139	4.855869e-06
140	4.200288e-06
141	4.911550e-06
142	4.948503e-06
143	4.243063e-06
144	4.908842e-06
145	5.068475e-06
146	4.309474e-06
147	4.903824e-06
148	5.209057e-06
149	4.397067e-06
150	4.886184e-06
151	5.353547e-06
152	4.496835e-06
153	4.839731e-06
154	5.473940e-06
155	4.594345e-06
156	4.747454e-06
157	5.535410e-06
158	4.676224e-06
159	4.604108e-06
160	5.509914e-06
161	4.742633e-06
162	4.433098e-06
163	5.396377e-06
164	4.820362e-06
165	4.293405e-06
166	5.231062e-06
167	4.959809e-06
168	4.256689e-06
169	5.060480e-06
170	5.188761e-06
171	4.352781e-06
172	4.883595e-06
173	5.433488e-06
174	4.531228e-06
175	4.653892e-06
176	5.531801e-06
177	4.710485e-06
178	4.393096e-06
179	5.404136e-06
180	4.893772e-06
181	4.246938e-06
182	5.149433e-06
183	5.179899e-06
184	4.337774e-06
185	4.852732e-06
186	5.485138e-06
187	4.586532e-06
188	4.497313e-06
189	5.498008e-06
190	4.840480e-06
191	4.248542e-06
192	5.213195e-06
193	5.174160e-06
194	4.331562e-06
195	4.817695e-06
196	5.519625e-06
197	4.643772e-06
198	4.382009e-06
199	5.434181e-06
200	4.969758e-06
201	4.235192e-06
202	5.027130e-06
203	5.409643e-06
204	4.514473e-06
205	4.500839e-06
206	5.517173e-06
207	4.890762e-06
208	4.219198e-06
209	5.113968e-06
210	5.361283e-06
211	4.476515e-06
212	4.519483e-06
213	5.529456e-06
214	4.898797e-06
215	4.214066e-06
216	5.084846e-06
217	5.409363e-06
218	4.527689e-06
219	4.430891e-06
220	5.490489e-06
221	4.987445e-06
222	4.233827e-06
223	4.937319e-06
224	5.515615e-06
225	4.659987e-06
226	4.286853e-06
227	5.364999e-06
228	5.166975e-06
229	4.338734e-06
230	4.669064e-06
231	5.568922e-06
232	4.846768e-06
233	4.202370e-06
234	5.120311e-06
235	5.421862e-06
236	4.555599e-06
237	4.360794e-06
238	5.448533e-06
239	5.088755e-06
240	4.289773e-06
241	4.746398e-06
242	5.572874e-06
243	4.815728e-06
244	4.201390e-06
245	5.153060e-06
246	5.406828e-06
247	4.544609e-06
248	4.363745e-06
249	5.452358e-06
250	5.091678e-06
251	4.292602e-06
252	4.735440e-06
253	5.573715e-06
254	4.824498e-06
255	4.200373e-06
256	5.140381e-06
257	5.415150e-06
258	4.551493e-06
259	4.361041e-06
260	5.448899e-06
261	5.088138e-06
262	4.289174e-06
263	4.753859e-06
264	5.570405e-06
265	4.801721e-06
266	4.208216e-06
267	5.183412e-06
268	5.364785e-06
269	4.497123e-06
270	4.438068e-06
271	5.497917e-06
272	4.997558e-06
273	4.238403e-06
274	4.911985e-06
275	5.527186e-06
276	4.676816e-06
277	4.280931e-06
278	5.351643e-06
279	5.159692e-06
280	4.329760e-06
281	4.720386e-06
282	5.562128e-06
283	4.777534e-06
284	4.234645e-06
285	5.247729e-06
286	5.246589e-06
287	4.386690e-06
288	4.650685e-06
289	5.556052e-06
290	4.798782e-06
291	4.236803e-06
292	5.234986e-06
293	5.228671e-06
294	4.370133e-06
295	4.708591e-06
296	5.551178e-06
297	4.738644e-06
298	4.284024e-06
299	5.322061e-06
300	5.095536e-06
301	4.288186e-06
302	4.891087e-06
303	5.486869e-06
304	4.591822e-06
305	4.454436e-06
306	5.478093e-06
307	4.877549e-06
308	4.238628e-06
309	5.161875e-06
310	5.215577e-06
311	4.359674e-06
312	4.810298e-06
313	5.508667e-06
314	4.619434e-06
315	4.470809e-06
316	5.472283e-06
317	4.832571e-06
318	4.264740e-06
319	5.223332e-06
320	5.075531e-06
321	4.290029e-06
322	4.970453e-06
323	5.365129e-06
324	4.471307e-06
325	4.734951e-06
326	5.522208e-06
327	4.651663e-06
328	4.502249e-06
329	5.465624e-06
330	4.776338e-06
331	4.322724e-06
332	5.288221e-06
333	4.901382e-06
334	4.256069e-06
335	5.111836e-06
336	5.076047e-06
337	4.308654e-06
338	4.985034e-06
339	5.275297e-06
340	4.430263e-06
341	4.892242e-06
342	5.437564e-06
343	4.557577e-06
344	4.804045e-06
345	5.522402e-06
346	4.650535e-06
347	4.705494e-06
348	5.526016e-06
349	4.698717e-06
350	4.597730e-06
351	5.468033e-06
352	4.710272e-06
353	4.489709e-06
354	5.374860e-06
355	4.699183e-06
356	4.390769e-06
357	5.269412e-06
358	4.677487e-06
359	4.306878e-06
360	5.167304e-06
361	4.652535e-06
362	4.239940e-06
363	5.076976e-06
364	4.627277e-06
365	4.188714e-06
366	5.001426e-06
367	4.601639e-06
368	4.150146e-06
369	4.940129e-06
370	4.573906e-06
371	4.120478e-06
372	4.890559e-06
373	4.541696e-06
374	4.095967e-06
375	4.849199e-06
376	4.502558e-06
377	4.073269e-06
378	4.812184e-06
379	4.454339e-06
380	4.049671e-06
381	4.775744e-06
382	4.395490e-06
383	4.023307e-06
384	4.736605e-06
385	4.325413e-06
386	3.993435e-06
387	4.692419e-06
388	4.244886e-06
389	3.960802e-06
390	4.642236e-06
391	4.156494e-06
392	3.927995e-06
393	4.586917e-06
394	4.064942e-06
395	3.899627e-06
396	4.529327e-06
397	3.977048e-06
398	3.882128e-06
399	4.474112e-06
400	3.901189e-06
401	3.882933e-06
402	4.426881e-06
403	3.846061e-06
404	3.908961e-06
405	4.392759e-06
406	3.818754e-06
407	3.964511e-06
408	4.374502e-06
409	3.822474e-06
410	4.049005e-06
411	4.370664e-06
412	3.854540e-06
413	4.155335e-06
414	4.374564e-06
415	3.905602e-06
416	4.269746e-06
417	4.374896e-06
418	3.960984e-06
419	4.373992e-06
420	4.358456e-06
421	4.004505e-06
422	4.449817e-06
423	4.314715e-06
424	4.024028e-06
425	4.484665e-06
426	4.240842e-06
427	4.016811e-06
428	4.476496e-06
429	4.144959e-06
430	3.992070e-06
431	4.435333e-06
432	4.045503e-06
433	3.968851e-06
434	4.380137e-06
435	3.965913e-06
436	3.969157e-06
437	4.331654e-06
438	3.926054e-06
439	4.008632e-06
440	4.303862e-06
441	3.933660e-06
442	4.088681e-06
443	4.297786e-06
444	3.979784e-06
445	4.193864e-06
446	4.300890e-06
447	4.041166e-06
448	4.296534e-06
449	4.293135e-06
450	4.089609e-06
451	4.367643e-06
452	4.257618e-06
453	4.104831e-06
454	4.389276e-06
455	4.190895e-06
456	4.084626e-06
457	4.362831e-06
458	4.107265e-06
459	4.046615e-06
460	4.308194e-06
461	4.033754e-06
462	4.019781e-06
463	4.253803e-06
464	3.997450e-06
465	4.029558e-06
466	4.222413e-06
467	4.011398e-06
468	4.084046e-06
469	4.219973e-06
470	4.066610e-06
471	4.168694e-06
472	4.233565e-06
473	4.135076e-06
474	4.252562e-06
475	4.239766e-06
476	4.183114e-06
477	4.303398e-06
478	4.219211e-06
479	4.188562e-06
480	4.303880e-06
481	4.169377e-06
482	4.152520e-06
483	4.260239e-06
484	4.107954e-06
485	4.098731e-06
486	4.198371e-06
487	4.064188e-06
488	4.060524e-06
489	4.149571e-06
490	4.062659e-06
491	4.062448e-06
492	4.133947e-06
493	4.108603e-06
494	4.106797e-06
495	4.150681e-06
496	4.183270e-06
497	4.172340e-06
498	4.180304e-06
499	4.252367e-06
500	4.225770e-06
501	4.197450e-06
502	4.283421e-06
503	4.239591e-06
504	4.186775e-06
505	4.262695e-06
506	4.206679e-06
507	4.152882e-06
508	4.202194e-06
509	4.143579e-06
510	4.118327e-06
511	4.132773e-06
512	4.081018e-06
513	4.110731e-06
514	4.087334e-06
515	4.047389e-06
516	4.146416e-06
517	4.083586e-06
518	4.054498e-06
519	4.219856e-06
520	4.115624e-06
521	4.093020e-06
522	4.304812e-06
523	4.158229e-06
524	4.139416e-06
525	4.366586e-06
526	4.180950e-06
527	4.169975e-06
528	4.378934e-06
529	4.164242e-06
530	4.174177e-06
531	4.336713e-06
532	4.109271e-06
533	4.160206e-06
534	4.257749e-06
535	4.036690e-06
536	4.149891e-06
537	4.173361e-06
538	3.975803e-06
539	4.166236e-06
540	4.113002e-06
541	3.950367e-06
542	4.220477e-06
543	4.091072e-06
544	3.968307e-06
545	4.305300e-06
546	4.101989e-06
547	4.019750e-06
548	4.397212e-06
549	4.124842e-06
550	4.083325e-06
551	4.466468e-06
552	4.134438e-06
553	4.136943e-06
554	4.489609e-06
555	4.113170e-06
556	4.167761e-06
557	4.458790e-06
558	4.058407e-06
559	4.176951e-06
560	4.384034e-06
561	3.982713e-06
562	4.177697e-06
563	4.288073e-06
564	3.907718e-06
565	4.188103e-06
566	4.196850e-06
567	3.855168e-06
568	4.222783e-06
569	4.130192e-06
570	3.839220e-06
571	4.286825e-06
572	4.096231e-06
573	3.862674e-06
574	4.374101e-06
575	4.090860e-06
576	3.917671e-06
577	4.469791e-06
578	4.101298e-06
579	3.989637e-06
580	4.555531e-06
581	4.111641e-06
582	4.062495e-06
583	4.614996e-06
584	4.108216e-06
585	4.123236e-06
586	4.638077e-06
587	4.083118e-06
588	4.164621e-06
589	4.622615e-06
590	4.035290e-06
591	4.185642e-06
592	4.573651e-06
593	3.969419e-06
594	4.190164e-06
595	4.500996e-06
596	3.893547e-06
597	4.184645e-06
598	4.416223e-06
599	3.816443e-06
600	4.175856e-06
601	4.330086e-06
602	3.745555e-06
603	4.169258e-06
604	4.250920e-06
605	3.685884e-06
606	4.168228e-06
607	4.184078e-06
608	3.639750e-06
609	4.174016e-06
610	4.132168e-06
611	3.607164e-06
612	4.186140e-06
613	4.095691e-06
614	3.586488e-06
615	4.202924e-06
616	4.073783e-06
617	3.575107e-06
618	4.221959e-06
619	4.064832e-06
620	3.569977e-06
621	4.240379e-06
622	4.066874e-06
623	3.567983e-06
624	4.254945e-06
625	4.077785e-06
626	3.566115e-06
627	4.261954e-06
628	4.095282e-06
629	3.561552e-06
630	4.257085e-06
631	4.116850e-06
632	3.551739e-06
633	4.235328e-06
634	4.139723e-06
635	3.534634e-06
636	4.191194e-06
637	4.161089e-06
638	3.509365e-06
639	4.119545e-06
640	4.178740e-06
641	3.477569e-06
642	4.017366e-06
643	4.192233e-06
644	3.445503e-06
645	3.886641e-06
646	4.204150e-06
647	3.426327e-06
648	3.737763e-06
649	4.220174e-06
650	3.440433e-06
651	3.591318e-06
652	4.245796e-06
653	3.510019e-06
654	3.474140e-06
655	4.278014e-06
656	3.645459e-06
657	3.406100e-06
658	4.294489e-06
659	3.829736e-06
660	3.383469e-06
661	4.250624e-06
662	4.018830e-06
663	3.380802e-06
664	4.099757e-06
665	4.169246e-06
666	3.388199e-06
667	3.840017e-06
668	4.268368e-06
669	3.451798e-06
670	3.556455e-06
671	4.325160e-06
672	3.637311e-06
673	3.379097e-06
674	4.314935e-06
675	3.916415e-06
676	3.338820e-06
677	4.147346e-06
678	4.168562e-06
679	3.372339e-06
680	3.785415e-06
681	4.319753e-06
682	3.523662e-06
683	3.429470e-06
684	4.351166e-06
685	3.847120e-06
686	3.313977e-06
687	4.173832e-06
688	4.177963e-06
689	3.370723e-06
690	3.719309e-06
691	4.357574e-06
692	3.613122e-06
693	3.342544e-06
694	4.319481e-06
695	4.024569e-06
696	3.316863e-06
697	3.925988e-06
698	4.328769e-06
699	3.518210e-06
700	3.392213e-06
701	4.359787e-06
702	3.961966e-06
703	3.297177e-06
704	3.973777e-06
705	4.330247e-06
706	3.520311e-06
707	3.372692e-06
708	4.356440e-06
709	4.010950e-06
710	3.303945e-06
711	3.869779e-06
712	4.373137e-06
713	3.616244e-06
714	3.295497e-06
715	4.289182e-06
716	4.153917e-06
717	3.362322e-06
718	3.613416e-06
719	4.407798e-06
720	3.824867e-06
721	3.260555e-06
722	4.068065e-06
723	4.331189e-06
724	3.530100e-06
725	3.327124e-06
726	4.336455e-06
727	4.117025e-06
728	3.346655e-06
729	3.624331e-06
730	4.415406e-06
731	3.852568e-06
732	3.257659e-06
733	3.999975e-06
734	4.370135e-06
735	3.606545e-06
736	3.270138e-06
737	4.265916e-06
738	4.225631e-06
