#Turn	Emit_x
-1	4.396634e-06
0	4.442522e-06
1	4.441579e-06
2	4.345082e-06
3	4.357715e-06
4	4.394829e-06
5	4.294855e-06
6	4.290990e-06
7	4.361241e-06
8	4.275615e-06
9	4.275046e-06
10	4.361223e-06
11	4.299285e-06
12	4.318237e-06
13	4.393197e-06
14	4.352746e-06
15	4.400912e-06
16	4.434600e-06
17	4.404752e-06
18	4.486299e-06
19	4.454949e-06
20	4.423463e-06
21	4.539763e-06
22	4.433550e-06
23	4.394891e-06
24	4.545976e-06
25	4.371825e-06
26	4.331754e-06
27	4.514812e-06
28	4.293172e-06
29	4.267616e-06
30	4.473329e-06
31	4.230448e-06
32	4.239618e-06
33	4.449103e-06
34	4.208329e-06
35	4.269527e-06
36	4.454628e-06
37	4.230435e-06
38	4.353190e-06
39	4.481064e-06
40	4.277967e-06
41	4.463227e-06
42	4.503934e-06
43	4.320232e-06
44	4.562699e-06
45	4.497023e-06
46	4.331188e-06
47	4.622354e-06
48	4.446822e-06
49	4.303219e-06
50	4.632809e-06
51	4.360029e-06
52	4.251098e-06
53	4.606137e-06
54	4.260544e-06
55	4.204550e-06
56	4.567187e-06
57	4.178079e-06
58	4.193885e-06
59	4.540045e-06
60	4.134694e-06
61	4.236292e-06
62	4.536742e-06
63	4.135849e-06
64	4.329024e-06
65	4.553008e-06
66	4.169524e-06
67	4.451525e-06
68	4.571881e-06
69	4.212833e-06
70	4.574351e-06
71	4.572417e-06
72	4.242460e-06
73	4.670398e-06
74	4.539147e-06
75	4.244129e-06
76	4.723774e-06
77	4.468309e-06
78	4.217358e-06
79	4.733308e-06
80	4.368785e-06
81	4.174220e-06
82	4.710276e-06
83	4.258140e-06
84	4.133577e-06
85	4.672365e-06
86	4.156162e-06
87	4.113872e-06
88	4.636928e-06
89	4.078805e-06
90	4.127449e-06
91	4.616069e-06
92	4.034588e-06
93	4.178005e-06
94	4.614663e-06
95	4.023958e-06
96	4.261142e-06
97	4.631029e-06
98	4.040977e-06
99	4.366910e-06
100	4.659191e-06
101	4.076142e-06
102	4.483028e-06
103	4.691564e-06
104	4.119226e-06
105	4.597745e-06
106	4.721227e-06
107	4.161428e-06
108	4.701766e-06
109	4.743353e-06
110	4.196535e-06
111	4.789125e-06
112	4.755737e-06
113	4.221174e-06
114	4.857152e-06
115	4.758641e-06
116	4.234435e-06
117	4.905860e-06
118	4.754232e-06
119	4.237205e-06
120	4.937102e-06
121	4.745927e-06
122	4.231520e-06
123	4.953749e-06
124	4.737841e-06
125	4.220107e-06
126	4.959082e-06
127	4.734455e-06
128	4.206189e-06
129	4.956422e-06
130	4.740482e-06
131	4.193527e-06
132	4.948973e-06
133	4.760852e-06
134	4.186554e-06
135	4.939758e-06
136	4.800637e-06
137	4.190432e-06
138	4.931448e-06
139	4.864640e-06
140	4.210723e-06
141	4.925820e-06
142	4.956336e-06
143	4.252403e-06
144	4.922574e-06
145	5.075790e-06
146	4.318020e-06
147	4.917441e-06
148	5.216517e-06
149	4.405302e-06
150	4.900247e-06
151	5.362045e-06
152	4.505356e-06
153	4.854795e-06
154	5.484442e-06
155	4.603680e-06
156	4.763774e-06
157	5.548628e-06
158	4.686531e-06
159	4.621261e-06
160	5.525846e-06
161	4.753394e-06
162	4.449775e-06
163	5.414019e-06
164	4.830362e-06
165	4.307813e-06
166	5.248843e-06
167	4.967894e-06
168	4.267710e-06
169	5.077643e-06
170	5.195610e-06
171	4.361182e-06
172	4.901051e-06
173	5.442488e-06
174	4.539245e-06
175	4.672316e-06
176	5.546023e-06
177	4.719324e-06
178	4.410307e-06
179	5.422436e-06
180	4.901704e-06
181	4.259504e-06
182	5.168461e-06
183	5.185712e-06
184	4.345590e-06
185	4.872429e-06
186	5.494595e-06
187	4.593532e-06
188	4.516788e-06
189	5.515259e-06
190	4.847806e-06
191	4.262485e-06
192	5.233577e-06
193	5.178926e-06
194	4.338642e-06
195	4.839381e-06
196	5.529775e-06
197	4.649780e-06
198	4.401261e-06
199	5.453844e-06
200	4.975067e-06
201	4.245235e-06
202	5.049770e-06
203	5.415039e-06
204	4.519103e-06
205	4.523160e-06
206	5.535109e-06
207	4.895866e-06
208	4.231137e-06
209	5.137687e-06
210	5.364782e-06
211	4.480207e-06
212	4.543477e-06
213	5.547402e-06
214	4.902975e-06
215	4.225383e-06
216	5.110267e-06
217	5.412717e-06
218	4.530210e-06
219	4.454820e-06
220	5.511031e-06
221	4.989970e-06
222	4.241716e-06
223	4.965377e-06
224	5.522158e-06
225	4.661796e-06
226	4.307222e-06
227	5.389616e-06
228	5.166654e-06
229	4.341513e-06
230	4.699024e-06
231	5.583735e-06
232	4.848552e-06
233	4.214911e-06
234	5.149587e-06
235	5.422595e-06
236	4.555105e-06
237	4.386260e-06
238	5.472806e-06
239	5.087302e-06
240	4.292724e-06
241	4.779698e-06
242	5.585316e-06
243	4.815764e-06
244	4.215302e-06
245	5.184386e-06
246	5.405202e-06
247	4.542235e-06
248	4.391381e-06
249	5.477973e-06
250	5.088280e-06
251	4.294185e-06
252	4.771537e-06
253	5.586444e-06
254	4.822929e-06
255	4.214074e-06
256	5.174164e-06
257	5.411911e-06
258	4.547323e-06
259	4.390397e-06
260	5.476038e-06
261	5.082838e-06
262	4.289852e-06
263	4.792471e-06
264	5.581875e-06
265	4.798466e-06
266	4.224091e-06
267	5.218382e-06
268	5.358125e-06
269	4.491523e-06
270	4.472400e-06
271	5.523413e-06
272	4.992047e-06
273	4.242564e-06
274	4.951860e-06
275	5.529541e-06
276	4.670934e-06
277	4.306884e-06
278	5.384399e-06
279	5.150003e-06
280	4.326923e-06
281	4.761712e-06
282	5.573800e-06
283	4.772063e-06
284	4.254886e-06
285	5.283733e-06
286	5.235112e-06
287	4.381078e-06
288	4.692155e-06
289	5.571304e-06
290	4.792927e-06
291	4.256731e-06
292	5.271852e-06
293	5.215905e-06
294	4.364622e-06
295	4.750823e-06
296	5.562127e-06
297	4.732058e-06
298	4.310533e-06
299	5.357731e-06
300	5.083091e-06
301	4.287567e-06
302	4.932424e-06
303	5.483627e-06
304	4.583337e-06
