#Turn	Emit_x
-1	4.115173e-06
0	4.158017e-06
1	4.158185e-06
2	4.068527e-06
3	4.080272e-06
4	4.116710e-06
5	4.022807e-06
6	4.019030e-06
7	4.086710e-06
8	4.004712e-06
9	4.003972e-06
10	4.086565e-06
11	4.025155e-06
12	4.042974e-06
13	4.115071e-06
14	4.072642e-06
15	4.118665e-06
16	4.152170e-06
17	4.119311e-06
18	4.197981e-06
19	4.170482e-06
20	4.136492e-06
21	4.249329e-06
22	4.151102e-06
23	4.111223e-06
24	4.258085e-06
25	4.094775e-06
26	4.054421e-06
27	4.232217e-06
28	4.022093e-06
29	3.995978e-06
30	4.195516e-06
31	3.962601e-06
32	3.969575e-06
33	4.172903e-06
34	3.939111e-06
35	3.995654e-06
36	4.176343e-06
37	3.955915e-06
38	4.071571e-06
39	4.198818e-06
40	3.997094e-06
41	4.173442e-06
42	4.218916e-06
43	4.035444e-06
44	4.267971e-06
45	4.212942e-06
46	4.047081e-06
47	4.327836e-06
48	4.167896e-06
49	4.023991e-06
50	4.342982e-06
51	4.088625e-06
52	3.978161e-06
53	4.322737e-06
54	3.995763e-06
55	3.935602e-06
56	4.288678e-06
57	3.916032e-06
58	3.923886e-06
59	4.262792e-06
60	3.870278e-06
61	3.959753e-06
62	4.257131e-06
63	3.865072e-06
64	4.042448e-06
65	4.269415e-06
66	3.891255e-06
67	4.154895e-06
68	4.285584e-06
69	3.929215e-06
70	4.271108e-06
71	4.287117e-06
72	3.957858e-06
73	4.366038e-06
74	4.259405e-06
75	3.963152e-06
76	4.423747e-06
77	4.197630e-06
78	3.942843e-06
79	4.441121e-06
80	4.108171e-06
81	3.906030e-06
82	4.426527e-06
83	4.005663e-06
84	3.868602e-06
85	4.394922e-06
86	3.907597e-06
87	3.847065e-06
88	4.361992e-06
89	3.828941e-06
90	3.853366e-06
91	4.339578e-06
92	3.778656e-06
93	3.892252e-06
94	4.333529e-06
95	3.758734e-06
96	3.961330e-06
97	4.343885e-06
98	3.765325e-06
99	4.052981e-06
100	4.366580e-06
101	3.790994e-06
102	4.157037e-06
103	4.395673e-06
104	3.827151e-06
105	4.263278e-06
106	4.425339e-06
107	3.865981e-06
108	4.363209e-06
109	4.451215e-06
110	3.901598e-06
111	4.450970e-06
112	4.471012e-06
113	3.930431e-06
114	4.523470e-06
115	4.484523e-06
116	3.951060e-06
117	4.579993e-06
118	4.493270e-06
119	3.963760e-06
120	4.621560e-06
121	4.500009e-06
122	3.970015e-06
123	4.650270e-06
124	4.508290e-06
125	3.972142e-06
126	4.668760e-06
127	4.522142e-06
128	3.973104e-06
129	4.679841e-06
130	4.545892e-06
131	3.976463e-06
132	4.686266e-06
133	4.584010e-06
134	3.986371e-06
135	4.690514e-06
136	4.640833e-06
137	4.007406e-06
138	4.694427e-06
139	4.719904e-06
140	4.044031e-06
141	4.698469e-06
142	4.822663e-06
143	4.099449e-06
144	4.700455e-06
145	4.946276e-06
146	4.173870e-06
147	4.693958e-06
148	5.080838e-06
149	4.262700e-06
150	4.667304e-06
151	5.207035e-06
152	4.355971e-06
153	4.605238e-06
154	5.296745e-06
155	4.441080e-06
156	4.495977e-06
157	5.319880e-06
158	4.510621e-06
159	4.344449e-06
160	5.259118e-06
161	4.574335e-06
162	4.185652e-06
163	5.126583e-06
164	4.667153e-06
165	4.082558e-06
166	4.963074e-06
167	4.834202e-06
168	4.093602e-06
169	4.799979e-06
170	5.073133e-06
171	4.221361e-06
172	4.615416e-06
173	5.276573e-06
174	4.400060e-06
175	4.374643e-06
176	5.298658e-06
177	4.569596e-06
178	4.140612e-06
179	5.121261e-06
180	4.772532e-06
181	4.066367e-06
