#Turn	Emit_x
-1	4.415729e-06
0	4.461824e-06
1	4.460802e-06
2	4.363838e-06
3	4.376531e-06
4	4.413687e-06
5	4.313301e-06
6	4.309430e-06
7	4.379852e-06
8	4.293983e-06
9	4.293428e-06
10	4.379845e-06
11	4.317879e-06
12	4.336910e-06
13	4.412061e-06
14	4.371755e-06
15	4.420067e-06
16	4.453762e-06
17	4.424127e-06
18	4.505867e-06
19	4.474249e-06
20	4.442939e-06
21	4.559468e-06
22	4.452707e-06
23	4.414133e-06
24	4.565496e-06
25	4.390608e-06
26	4.350557e-06
27	4.533962e-06
28	4.311546e-06
29	4.286030e-06
30	4.492152e-06
31	4.248607e-06
32	4.257930e-06
33	4.467823e-06
34	4.226596e-06
35	4.288113e-06
36	4.473502e-06
37	4.249076e-06
38	4.372315e-06
39	4.500215e-06
40	4.297047e-06
41	4.482908e-06
42	4.523273e-06
43	4.339572e-06
44	4.582704e-06
45	4.516288e-06
46	4.350465e-06
47	4.642324e-06
48	4.465722e-06
49	4.322147e-06
50	4.652438e-06
51	4.378409e-06
52	4.269590e-06
53	4.625320e-06
54	4.278478e-06
55	4.222778e-06
56	4.586043e-06
57	4.195847e-06
58	4.212206e-06
59	4.558834e-06
60	4.152651e-06
61	4.255084e-06
62	4.555712e-06
63	4.154262e-06
64	4.348516e-06
65	4.572260e-06
66	4.188456e-06
67	4.471699e-06
68	4.591311e-06
69	4.232116e-06
70	4.594951e-06
71	4.591758e-06
72	4.261781e-06
73	4.691034e-06
74	4.558080e-06
75	4.263170e-06
76	4.744075e-06
77	4.486602e-06
78	4.235937e-06
79	4.753047e-06
80	4.386388e-06
81	4.192367e-06
82	4.729435e-06
83	4.275209e-06
84	4.151531e-06
85	4.691114e-06
86	4.173007e-06
87	4.131998e-06
88	4.655544e-06
89	4.095795e-06
90	4.146124e-06
91	4.634834e-06
92	4.052046e-06
93	4.197522e-06
94	4.633779e-06
95	4.042090e-06
96	4.281644e-06
97	4.650570e-06
98	4.059836e-06
99	4.388371e-06
100	4.679092e-06
101	4.095633e-06
102	4.505275e-06
103	4.711647e-06
104	4.139145e-06
105	4.620502e-06
106	4.741245e-06
