6.219999999999999751e+00 6.110000000000000320e+00 5.400000000000000000e+01 1.220792999999999928e+01 2.197734000000000165e+01 2.351590248908000280e+00 0.000000000000000000e+00
6.219999999999999751e+00 6.129999999999999893e+00 5.400000000000000000e+01 1.224000999999999983e+01 2.194002000000000052e+01 2.325475591425600008e+00 0.000000000000000000e+00
6.219999999999999751e+00 6.150000000000000355e+00 5.400000000000000000e+01 1.228477999999999959e+01 2.190356999999999843e+01 2.306608807576000064e+00 0.000000000000000000e+00
6.219999999999999751e+00 6.169999999999999929e+00 5.400000000000000000e+01 1.233538000000000068e+01 2.186799999999999855e+01 2.290619775217999976e+00 0.000000000000000000e+00
6.219999999999999751e+00 6.190000000000000391e+00 5.400000000000000000e+01 1.238883000000000045e+01 2.183333000000000013e+01 2.275654918796000015e+00 0.000000000000000000e+00
6.219999999999999751e+00 6.209999999999999964e+00 5.400000000000000000e+01 1.244378000000000029e+01 2.179952000000000112e+01 2.260889410904399988e+00 0.000000000000000000e+00
6.219999999999999751e+00 6.230000000000000426e+00 5.400000000000000000e+01 1.249953999999999965e+01 2.176653999999999911e+01 2.245948329995200332e+00 0.000000000000000000e+00
6.219999999999999751e+00 6.250000000000000000e+00 5.400000000000000000e+01 1.255580999999999925e+01 2.173438000000000159e+01 2.230669819692800093e+00 0.000000000000000000e+00
6.240000000000000213e+00 6.099999999999999645e+00 5.400000000000000000e+01 1.220035999999999987e+01 2.204555999999999827e+01 2.411976393648800343e+00 0.000000000000000000e+00
6.240000000000000213e+00 6.120000000000000107e+00 5.400000000000000000e+01 1.223000000000000043e+01 2.200983000000000089e+01 2.377075769743999700e+00 0.000000000000000000e+00
6.240000000000000213e+00 6.144999999999999574e+00 5.400000000000000000e+01 1.228700000000000081e+01 2.196615999999999858e+01 2.348086104098400018e+00 0.000000000000000000e+00
6.240000000000000213e+00 6.160000000000000142e+00 5.400000000000000000e+01 1.232568999999999981e+01 2.194052999999999898e+01 2.333906754041600085e+00 0.000000000000000000e+00
6.240000000000000213e+00 6.179999999999999716e+00 5.400000000000000000e+01 1.237963000000000058e+01 2.190700000000000003e+01 2.316535998612800018e+00 0.000000000000000000e+00
6.240000000000000213e+00 6.200000000000000178e+00 5.400000000000000000e+01 1.243492999999999959e+01 2.187422000000000111e+01 2.299889481881599806e+00 0.000000000000000000e+00
6.240000000000000213e+00 6.219999999999999751e+00 5.400000000000000000e+01 1.249089999999999989e+01 2.184214000000000055e+01 2.283411222625600256e+00 0.000000000000000000e+00
6.240000000000000213e+00 6.250000000000000000e+00 5.400000000000000000e+01 1.257546999999999926e+01 2.179531000000000063e+01 2.258466137484400171e+00 0.000000000000000000e+00
6.259999999999999787e+00 6.110000000000000320e+00 5.400000000000000000e+01 1.221880999999999950e+01 2.207751000000000019e+01 2.426125567093199820e+00 0.000000000000000000e+00
6.259999999999999787e+00 6.129999999999999893e+00 5.400000000000000000e+01 1.226345000000000063e+01 2.204362000000000066e+01 2.395661819653999824e+00 0.000000000000000000e+00
