#	Qy	beta_x_ptc	beta_x	beta_x_eff	beta_y_ptc	beta_y	beta_y_eff	alpha_x_ptc	alpha_x	alpha_x_eff	alpha_y_ptc	alpha_y	alpha_y_eff	D_x_ptc	D_x	D_y_ptc	D_y
6.11	11.87596148	11.555192438348795	15.76736987783274	24.42660692	28.109080850645185	28.10907984299571	0.01069	0.019005103494080744	0.01189321238852578	-0.00566	-0.06339777864621926	-0.06339776850448478	2.844314013	2.712146496472399	0.0	0.00010791554221047555
6.12	11.91741726	11.618211094867611	15.80012269892075	24.02924164	27.356819153366597	27.356817261219646	0.009857	0.017726049668314238	0.011066081976203271	0.002752	-0.04926701977653899	-0.04926699168005008	2.829919074	2.6999887412390087	0.0	0.00021435748293183334
6.13	11.95887931	11.685210312943838	15.85456451509975	23.70631133	26.62995557354327	26.629958537168125	0.009017	0.016354798835584626	0.010175717199239048	0.009781	-0.03566582581927167	-0.03566581236008137	2.815459752	2.686702815713781	0.0	-9.983299502040431e-06
6.14	12.00030736	11.750094200836948	15.892613232305594	23.44016924	26.009112758942088	26.009112469509486	0.00817	0.015045322159565935	0.009320562990630337	0.015724	-0.02363310511874836	-0.023633056765139316	2.800950597	2.673460410278527	0.0	-0.00031734057149874985
6.15	12.04167193	11.81318397828261	15.909669704138645	23.21815984	25.51542075299237	25.51541961453456	0.007316	0.013776734567841243	0.0084886768254307	0.020797	-0.013590524186783106	-0.013590503964424515	2.786402598	2.660321027651185	0.0	0.0003060735188302969
6.16	12.08295116	11.881125635125562	15.944015683986402	23.03097747	25.01113079894728	25.011129246009705	0.006457	0.012390717753317503	0.007605249357668977	0.025166	-0.0035771650482534587	-0.003577151529866834	2.771824228	2.6455343856181264	0.0	0.00039930803372025214
6.17	12.12412865	11.949776536327853	15.970495805040962	22.87162883	24.547157516679253	24.54715566039156	0.005594	0.01098943485354226	0.006697211006523404	0.028959	0.005692109208579054	0.005692137363892976	2.757222142	2.630651392770178	0.0	-0.00014317242498774845
6.18	12.16519202	12.01960220864119	16.013766905574307	22.7347561	24.145464192895382	24.145462668102287	0.004726	0.009549042693563436	0.00574527184479458	0.032276	0.013812003335156836	0.013812030911506375	2.742601663	2.6150368196795255	0.0	-4.300995085329078e-05
6.21	12.28761386	12.222864020273496	16.14934963230566	22.42135386	23.27212186775351	23.27212131666843	0.002101	0.00536984465380281	0.0029829739299523134	0.040084	0.031865679541609376	0.03186568769208967	2.698669456	2.568013736566001	0.0	-2.499035113019778e-05
6.22	12.32814649	12.288186321059255	16.24984988005717	22.34027393	23.06075962417639	23.06075917898268	0.001221	0.00403490406900229	0.0020823787524813665	0.04215	0.03624291761696524	0.03624292187949051	2.684011849	2.5519168896887936	0.0	6.455297860844296e-06
6.23	12.36853572	12.352676251610593	16.327367491847937	22.26757179	22.892796640023544	22.892796176297683	0.000338	0.0027161703336341316	0.0011998754061280906	0.044012	0.039852243933762764	0.039852245618719855	2.66935139	2.5362119753007923	0.0	2.48535349568964e-06
