           0  2.0889190E-03
           1  1.7057768E-03
           2  1.4168306E-03
           3  1.1967389E-03
           4  1.0283246E-03
           5  8.9979410E-04
           6  8.0092449E-04
           7  7.2407228E-04
           8  6.6347566E-04
           9  6.1495305E-04
          10  5.7551672E-04
          11  5.4305571E-04
          12  5.1605096E-04
          13  4.9336063E-04
          14  4.7415259E-04
          15  4.5774871E-04
          16  4.4364721E-04
          17  4.3146752E-04
          18  4.2089046E-04
          19  4.1166224E-04
          20  4.0359120E-04
          21  3.9650852E-04
          22  3.9026534E-04
          23  3.8474359E-04
          24  3.7985356E-04
          25  3.7550772E-04
