           0  1.7287777E-03
           1  1.3478748E-03
           2  1.0632402E-03
           3  8.4981468E-04
           4  6.8930647E-04
           5  5.6962919E-04
           6  4.8071862E-04
           7  4.1365126E-04
           8  3.6212950E-04
           9  3.2191825E-04
          10  2.9018542E-04
          11  2.6490909E-04
          12  2.4468495E-04
          13  2.2841583E-04
          14  2.1526679E-04
          15  2.0459393E-04
          16  1.9588454E-04
          17  1.8874384E-04
          18  1.8286018E-04
          19  1.7798264E-04
          20  1.7391372E-04
          21  1.7049399E-04
          22  1.6759890E-04
          23  1.6512902E-04
          24  1.6300283E-04
          25  1.6115879E-04
