           0  2.8777148E-03
           1  2.2854190E-03
           2  1.8725084E-03
           3  1.5882833E-03
           4  1.3944441E-03
           5  1.2612002E-03
           6  1.1695782E-03
           7  1.1056515E-03
           8  1.0600797E-03
           9  1.0269816E-03
          10  1.0024388E-03
          11  9.8391401E-04
          12  9.6971798E-04
          13  9.5867919E-04
          14  9.4997737E-04
          15  9.4302814E-04
          16  9.3742134E-04
          17  9.3284034E-04
          18  9.2905929E-04
          19  9.2589640E-04
          20  9.2322286E-04
          21  9.2094252E-04
          22  9.1897842E-04
          23  9.1727322E-04
          24  9.1577863E-04
          25  9.1445853E-04
