           0  3.2024707E-03
           1  2.5606635E-03
           2  2.0780973E-03
           3  1.7118250E-03
           4  1.4328086E-03
           5  1.2220283E-03
           6  1.0614865E-03
           7  9.3671650E-04
           8  8.3803217E-04
           9  7.5901207E-04
          10  6.9498800E-04
          11  6.4253242E-04
          12  5.9923745E-04
          13  5.6328037E-04
          14  5.3312950E-04
          15  5.0771254E-04
          16  4.8619561E-04
          17  4.6791052E-04
          18  4.5229887E-04
          19  4.3893961E-04
          20  4.2747520E-04
          21  4.1760164E-04
          22  4.0907128E-04
          23  4.0166831E-04
          24  3.9522594E-04
          25  3.8961344E-04
