           0  3.1358204E-03
           1  2.4946507E-03
           2  2.0240867E-03
           3  1.6738713E-03
           4  1.4131946E-03
           5  1.2185670E-03
           6  1.0697172E-03
           7  9.5388404E-04
           8  8.6250872E-04
           9  7.8979833E-04
          10  7.3145871E-04
          11  6.8428001E-04
          12  6.4588612E-04
          13  6.1446027E-04
          14  5.8859313E-04
          15  5.6718878E-04
          16  5.4938783E-04
          17  5.3451658E-04
          18  5.2202377E-04
          19  5.1147793E-04
          20  5.0255051E-04
          21  4.9495953E-04
          22  4.8846891E-04
          23  4.8289250E-04
          24  4.7808781E-04
          25  4.7393213E-04
