           0  1.7226499E-03
           1  1.1565948E-03
           2  7.8819587E-04
           3  5.4929295E-04
           4  3.9555118E-04
           5  2.9944908E-04
           6  2.4062955E-04
           7  2.0312154E-04
           8  1.7840331E-04
           9  1.6171254E-04
          10  1.5020368E-04
          11  1.4211818E-04
          12  1.3635063E-04
          13  1.3216665E-04
          14  1.2909305E-04
          15  1.2680082E-04
          16  1.2506913E-04
          17  1.2374246E-04
          18  1.2271169E-04
          19  1.2189984E-04
          20  1.2125167E-04
          21  1.2072705E-04
          22  1.2029711E-04
          23  1.1993978E-04
          24  1.1963942E-04
          25  1.1938387E-04
