           0  2.5126992E-03
           1  1.9783117E-03
           2  1.5808486E-03
           3  1.2843132E-03
           4  1.0624559E-03
           5  8.9922280E-04
           6  7.7896606E-04
           7  6.8777829E-04
           8  6.1731762E-04
           9  5.6220184E-04
          10  5.1870622E-04
          11  4.8413823E-04
          12  4.5649175E-04
          13  4.3427700E-04
          14  4.1633297E-04
          15  4.0175996E-04
          16  3.8986362E-04
          17  3.8011168E-04
          18  3.7207332E-04
          19  3.6541678E-04
          20  3.5987495E-04
          21  3.5523644E-04
          22  3.5133053E-04
          23  3.4801435E-04
          24  3.4518496E-04
          25  3.4275404E-04
