# Turn	Orbit_Min_x	Orbit_Max_x	Orbit_Min_y	Orbit_Max_y
0-0.000000	0.000000	0.000000	0.000000
1-0.030606	0.037166	0.000000	0.000000
2-0.030600	0.037167	0.000000	0.000000
3-0.030595	0.037169	0.000000	0.000000
4-0.030589	0.037171	0.000000	0.000000
5-0.030583	0.037172	0.000000	0.000000
6-0.030578	0.037174	0.000000	0.000000
7-0.030572	0.037176	0.000000	0.000000
8-0.030567	0.037177	0.000000	0.000000
9-0.030561	0.037179	0.000000	0.000000
10-0.030555	0.037181	0.000000	0.000000
11-0.030548	0.037178	0.000000	0.000000
12-0.030541	0.037175	0.000000	0.000000
13-0.030533	0.037171	0.000000	0.000000
14-0.030526	0.037168	0.000000	0.000000
15-0.030518	0.037164	0.000000	0.000000
16-0.030511	0.037161	0.000000	0.000000
17-0.030503	0.037157	0.000000	0.000000
18-0.030496	0.037154	0.000000	0.000000
19-0.030488	0.037150	0.000000	0.000000
20-0.030481	0.037147	0.000000	0.000000
21-0.030470	0.037141	0.000000	0.000000
22-0.030459	0.037135	0.000000	0.000000
23-0.030447	0.037129	0.000000	0.000000
24-0.030436	0.037122	0.000000	0.000000
25-0.030424	0.037116	0.000000	0.000000
26-0.030413	0.037110	0.000000	0.000000
27-0.030402	0.037104	0.000000	0.000000
28-0.030390	0.037098	0.000000	0.000000
29-0.030379	0.037092	0.000000	0.000000
30-0.030367	0.037085	0.000000	0.000000
31-0.030354	0.037075	0.000000	0.000000
32-0.030341	0.037064	0.000000	0.000000
33-0.030328	0.037053	0.000000	0.000000
34-0.030314	0.037042	0.000000	0.000000
35-0.030301	0.037031	0.000000	0.000000
36-0.030288	0.037020	0.000000	0.000000
37-0.030274	0.037009	0.000000	0.000000
38-0.030261	0.036998	0.000000	0.000000
39-0.030248	0.036987	0.000000	0.000000
40-0.030234	0.036976	0.000000	0.000000
41-0.030217	0.036963	0.000000	0.000000
42-0.030199	0.036950	0.000000	0.000000
43-0.030182	0.036938	0.000000	0.000000
44-0.030164	0.036925	0.000000	0.000000
45-0.030146	0.036912	0.000000	0.000000
46-0.030128	0.036899	0.000000	0.000000
47-0.030110	0.036887	0.000000	0.000000
48-0.030093	0.036874	0.000000	0.000000
49-0.030075	0.036861	0.000000	0.000000
50-0.030057	0.036848	0.000000	0.000000
51-0.030039	0.036830	0.000000	0.000000
52-0.030020	0.036811	0.000000	0.000000
53-0.030002	0.036791	0.000000	0.000000
54-0.029984	0.036771	0.000000	0.000000
55-0.029966	0.036752	0.000000	0.000000
56-0.029947	0.036732	0.000000	0.000000
57-0.029929	0.036713	0.000000	0.000000
58-0.029911	0.036693	0.000000	0.000000
59-0.029893	0.036673	0.000000	0.000000
60-0.029874	0.036654	0.000000	0.000000
61-0.029852	0.036634	0.000000	0.000000
62-0.029828	0.036613	0.000000	0.000000
63-0.029805	0.036593	0.000000	0.000000
64-0.029781	0.036572	0.000000	0.000000
65-0.029758	0.036552	0.000000	0.000000
66-0.029734	0.036532	0.000000	0.000000
67-0.029711	0.036511	0.000000	0.000000
68-0.029687	0.036491	0.000000	0.000000
69-0.029664	0.036470	0.000000	0.000000
70-0.029640	0.036450	0.000000	0.000000
71-0.029615	0.036426	0.000000	0.000000
72-0.029590	0.036401	0.000000	0.000000
73-0.029564	0.036376	0.000000	0.000000
74-0.029539	0.036351	0.000000	0.000000
75-0.029514	0.036326	0.000000	0.000000
76-0.029488	0.036301	0.000000	0.000000
77-0.029463	0.036276	0.000000	0.000000
78-0.029438	0.036251	0.000000	0.000000
79-0.029412	0.036226	0.000000	0.000000
80-0.029387	0.036201	0.000000	0.000000
81-0.029359	0.036173	0.000000	0.000000
82-0.029331	0.036144	0.000000	0.000000
83-0.029303	0.036115	0.000000	0.000000
84-0.029275	0.036087	0.000000	0.000000
85-0.029247	0.036058	0.000000	0.000000
86-0.029219	0.036029	0.000000	0.000000
