#	Qy	beta_x_ptc	beta_x	beta_x_eff	beta_y_ptc	beta_y	beta_y_eff	alpha_x_ptc	alpha_x	alpha_x_eff	alpha_y_ptc	alpha_y	alpha_y_eff	D_x_ptc	D_x	D_y_ptc	D_y
6.11	11.87596148	11.555866792649294	15.751069684069705	24.42660692	28.09979402874051	28.099793617261103	0.01069	0.018989333985430713	0.01191472048174657	-0.00566	-0.06327905219855626	-0.06327905427614024	2.844314013	2.712308514480879	0.0	7.63238524374931e-05
6.12	11.91741726	11.61920210119238	15.78153593287375	24.02924164	27.345385583750645	27.34538414751455	0.009857	0.017704094421590866	0.011082051645837067	0.002752	-0.04911291981153364	-0.04911289808288858	2.829919074	2.700152851163071	0.0	0.00046051691388984787
6.13	11.95887931	11.686513405991755	15.834863987720617	23.70631133	26.623300932337255	26.623308666333422	0.009017	0.01633809477905212	0.01020197846729425	0.009781	-0.03568947811196675	-0.03568949357114969	2.815459752	2.686993873731422	0.0	0.0001022943009144099
6.14	12.00030736	11.751895291876599	15.852162420318846	23.44016924	26.005569939592064	26.005571610664617	0.00817	0.015025140566344313	0.009346581542033106	0.015724	-0.023770869561915278	-0.02377080342107972	2.800950597	2.6740669462942392	0.0	-0.0002758466487038878
6.15	12.04167193	11.813862227412116	15.891032366830057	23.21815984	25.521030789667158	25.521030033453247	0.007316	0.013761411279607864	0.008504246120792031	0.020797	-0.01371923356369152	-0.01371921114073206	2.786402598	2.6607348563582356	0.0	0.00023954129630143143
6.16	12.08295116	11.882449161009138	15.903297706365477	23.03097747	25.010467321377273	25.010466346417513	0.006457	0.012366857225504091	0.007627089691288488	0.025166	-0.0035893019753946913	-0.0035893055571261647	2.771824228	2.6460556415405523	0.0	0.00046712674855696793
6.17	12.12412865	11.949971204933922	15.949612832907933	22.87162883	24.552236228105233	24.552234368842576	0.005594	0.01098769268715914	0.0067319107153129285	0.028959	0.00560076757325146	0.005600799919289278	2.757222142	2.6309731664024327	0.0	-0.0003529659402499285
6.18	12.16519202	12.02057279853435	15.973500797467883	22.7347561	24.14324058021359	24.14323892444517	0.004726	0.009532234810719062	0.0057619536227184265	0.032276	0.013833404366562234	0.013833443646504028	2.742601663	2.6153664176607703	0.0	-0.00024051760582566612
6.21	12.28761386	12.223114424400189	16.12631202856257	22.42135386	23.27246813933087	23.272467534279222	0.002101	0.005364430025552408	0.00299568784455455	0.040084	0.03185062239563079	0.03185063016915932	2.698669456	2.568151317035573	0.0	-3.097784295632035e-05
6.22	12.32814649	12.288471367062582	16.223351497836976	22.34027393	23.061014618508867	23.061014288592364	0.001221	0.004030917721704337	0.0021053536675007343	0.04215	0.03623242530871898	0.036232432766835666	2.684011849	2.552040224188281	0.0	-3.281112064210368e-05
6.23	12.36853572	12.353280011407348	16.28454579397757	22.26757179	22.89086422411563	22.890863792064533	0.000338	0.0027029978006534107	0.0012005024050193824	0.044012	0.03986774360913775	0.039867745780610434	2.66935139	2.5362925104584804	0.0	2.2499529203662502e-05
