#	Qy	beta_x_ptc	beta_x	beta_x_eff	beta_y_ptc	beta_y	beta_y_eff	alpha_x_ptc	alpha_x	alpha_x_eff	alpha_y_ptc	alpha_y	alpha_y_eff	D_x_ptc	D_x	D_y_ptc	D_y
6.1	12.795	12.97913682610946	16.390008654680436	22.226	22.460333307505053	22.460337600031394	-0.006969	-0.008620736744281854	-0.006643917970144304	0.059026	0.06955558192351069	0.06955631500552242	2.542529021	2.3937360434353843	0.0	-0.0007699687423955797
6.11	12.792	12.97910448107833	16.410713001687004	22.216	22.434703397947136	22.434697727565162	-0.007001	-0.008641126234558705	-0.0066699624256709965	0.05864	0.0679293812876351	0.06793006028769596	2.54230112	2.393659863316786	0.0	-0.0008213390530217713
6.12	12.78866016	12.977528758614353	16.388568564809944	22.20287682	22.426607698108487	22.426607421950813	-0.007032	-0.008618893566810107	-0.006643271133963341	0.058305	0.06627058378393987	0.06627074195951001	2.542073286	2.3936174067395686	0.0	-0.0005616750739188495
6.13	12.78549301	12.975549640043885	16.407444462593208	22.18837837	22.423902848776642	22.423903889597526	-0.007063	-0.008595202948500693	-0.006638528938100415	0.0580095	0.06480525045061995	0.06480534466120579	2.541845521	2.3935324624779297	0.0	-3.6446826353484124e-06
6.14	12.78232607	12.972627949380623	16.404901499825336	22.17243442	22.424435799959436	22.424434282766764	-0.007095	-0.008541249313276019	-0.006594170235682737	0.057745	0.06336214196429278	0.06336217627084197	2.541617825	2.3934543797605157	0.0	0.00020088808961658396
6.15	12.77915936	12.96906543679495	16.381097710583138	22.15534784	22.424972065753998	22.42497383569441	-0.007126	-0.008516132783657402	-0.006564871166508109	0.057507	0.062311766452092486	0.06231174684037102	2.541390199	2.3933090272695265	0.0	-0.0003699735182931552
6.16	12.77599288	12.965722340093189	16.399368919692012	22.13734538	22.42383882582818	22.42383910429795	-0.007157	-0.008492169617588672	-0.006557233592878413	0.057291	0.06139132726448537	0.061391337982101106	2.541162643	2.3931787223901466	0.0	-0.00041136269268382043
6.17	12.77282664	12.96202739752042	16.396994457283995	22.11859993	22.41991056957395	22.419910462729895	-0.007188	-0.00848337626895527	-0.00655145074762632	0.057093	0.06070762588317378	0.06070760901514305	2.540935158	2.3930473114719857	0.0	-0.0001407586049663971
6.18	12.76966065	12.958008009954423	16.374859889554635	22.09924535	22.41256455230956	22.412564725430023	-0.00722	-0.008470175116098025	-0.006526642205082482	0.056912	0.060131627271016064	0.06013162099565504	2.540707745	2.392871365321474	0.0	3.3655604137869385e-05
6.19	12.76649491	12.954722756573666	16.39897510305684	22.07938659	22.402898804190244	22.402898672432737	-0.007251	-0.008477940040335726	-0.006544517831315153	0.056746	0.05967022658072635	0.05967021985110087	2.540480403	2.3927656330152103	0.0	2.93484056446156e-06
6.2	12.76332945	12.951164253605368	16.388316947802558	22.05910677	22.389143699846215	22.389143310335925	-0.007282	-0.008491777981079713	-0.006535136938248509	0.056592	0.05926397890387233	0.05926396352201567	2.540253134	2.3926276308305074	0.0	-2.9502602690719668e-05
6.21	12.76016425	12.949148323774091	16.45486446455152	22.03847225	22.372145688007123	22.372145534891214	-0.007314	-0.00851821898301507	-0.0065491950984620136	0.056449	0.058913166451452385	0.058913163619119774	2.540025937	2.392706443029971	0.0	1.1885262511827526e-05
6.22	12.75699934	12.94745949092699	16.538848111406796	22.01753625	22.351260544230563	22.351260466741213	-0.007345	-0.008553129828344986	-0.006537833611940296	0.056316	0.058578092240388804	0.05857809043246051	2.539798815	2.3929405080652884	0.0	9.857096954337614e-06
6.23	12.75383472	12.94407427654103	16.5606683170779	21.9963415	22.33166791317841	22.33166783085883	-0.007376	-0.008572465596857084	-0.006523203811927986	0.056193	0.05830923717941494	0.058309232613711674	2.539571766	2.393032671829506	0.0	-7.900071943666143e-06
6.24	12.7506704	12.940071775620176	16.579000357882425	21.97492223	22.315275219612904	22.315275159207385	-0.007408	-0.008590278760544816	-0.006543443324890802	0.056078	0.058108694170377145	0.058108692206094846	2.539344792	2.392947013301957	0.0	-2.8926714824391103e-06
