#Turn	Emit_x
-1	3.950766e-06
0	3.991836e-06
1	3.992610e-06
2	3.906906e-06
3	3.918130e-06
4	3.954120e-06
5	3.863755e-06
6	3.860036e-06
7	3.926168e-06
8	3.846337e-06
9	3.845521e-06
10	3.925983e-06
11	3.864981e-06
12	3.882168e-06
13	3.952550e-06
14	3.909092e-06
15	3.953874e-06
16	3.987209e-06
17	3.952708e-06
18	4.029666e-06
19	4.004333e-06
20	3.968957e-06
21	4.079693e-06
22	3.986051e-06
23	3.945498e-06
24	4.089779e-06
25	3.932769e-06
26	3.892268e-06
27	4.066867e-06
28	3.863524e-06
29	3.837112e-06
30	4.032920e-06
31	3.805989e-06
32	3.811731e-06
33	4.011332e-06
34	3.781872e-06
35	3.835753e-06
36	4.013706e-06
37	3.795775e-06
38	3.907307e-06
39	4.033987e-06
40	3.833347e-06
41	4.004446e-06
42	4.052467e-06
43	3.869353e-06
44	4.095949e-06
45	4.046906e-06
46	3.881186e-06
47	4.155666e-06
48	4.004674e-06
49	3.860708e-06
50	4.173275e-06
51	3.929663e-06
52	3.818422e-06
53	4.156634e-06
54	3.840707e-06
55	3.778267e-06
56	4.125481e-06
57	3.762812e-06
58	3.766205e-06
59	4.100545e-06
60	3.716035e-06
61	3.798599e-06
62	4.093773e-06
63	3.707443e-06
64	3.875686e-06
65	4.103896e-06
66	3.729397e-06
67	3.982281e-06
68	4.118441e-06
69	3.764116e-06
70	4.094365e-06
71	4.120294e-06
72	3.791837e-06
73	4.188156e-06
74	4.095445e-06
75	3.798810e-06
76	4.247851e-06
77	4.038625e-06
78	3.781943e-06
79	4.269394e-06
80	3.954920e-06
81	3.748761e-06
82	4.259594e-06
83	3.857355e-06
84	3.713487e-06
85	4.231858e-06
86	3.762073e-06
87	3.691448e-06
88	4.200832e-06
89	3.683362e-06
90	3.694214e-06
91	4.178062e-06
92	3.630277e-06
93	3.726960e-06
94	4.169789e-06
95	3.605531e-06
96	3.788282e-06
97	4.176903e-06
98	3.606350e-06
99	3.871792e-06
100	4.196349e-06
101	3.626422e-06
102	3.968489e-06
103	4.223102e-06
104	3.658090e-06
105	4.069046e-06
106	4.251996e-06
107	3.694162e-06
108	4.165498e-06
109	4.279009e-06
110	3.729031e-06
111	4.252145e-06
112	4.301895e-06
113	3.759116e-06
114	4.325762e-06
115	4.320273e-06
116	3.782800e-06
117	4.385305e-06
118	4.335361e-06
119	3.800075e-06
120	4.431384e-06
121	4.349577e-06
122	3.812137e-06
123	4.465677e-06
124	4.366140e-06
125	3.821060e-06
126	4.490439e-06
127	4.388779e-06
128	3.829603e-06
129	4.508132e-06
130	4.421509e-06
131	3.841127e-06
132	4.521154e-06
133	4.468414e-06
134	3.859500e-06
135	4.531552e-06
136	4.533254e-06
137	3.888835e-06
138	4.540559e-06
139	4.618686e-06
140	3.932846e-06
141	4.547782e-06
142	4.724848e-06
143	3.993674e-06
144	4.549962e-06
145	4.847228e-06
146	4.070298e-06
147	4.539651e-06
148	4.974170e-06
149	4.157147e-06
150	4.504875e-06
151	5.085305e-06
152	4.244296e-06
153	4.431874e-06
154	5.153391e-06
155	4.321135e-06
156	4.313176e-06
157	5.152442e-06
158	4.384745e-06
159	4.160588e-06
160	5.072486e-06
161	4.450795e-06
162	4.015328e-06
163	4.932750e-06
164	4.557217e-06
165	3.939761e-06
166	4.773157e-06
167	4.740952e-06
168	3.980361e-06
169	4.612622e-06
170	4.977117e-06
171	4.122665e-06
172	4.420213e-06
173	5.143512e-06
174	4.297346e-06
175	4.176925e-06
