#Turn	Emit_x
-1	3.649362e-06
0	3.687193e-06
1	3.688989e-06
2	3.610457e-06
3	3.620721e-06
4	3.655780e-06
5	3.571887e-06
6	3.568289e-06
7	3.631487e-06
8	3.555723e-06
9	3.554813e-06
10	3.631288e-06
11	3.571235e-06
12	3.587322e-06
13	3.654470e-06
14	3.609382e-06
15	3.651910e-06
16	3.684806e-06
17	3.647535e-06
18	3.721289e-06
19	3.699763e-06
20	3.662017e-06
21	3.768738e-06
22	3.683345e-06
23	3.641643e-06
24	3.780963e-06
25	3.635434e-06
26	3.594713e-06
27	3.763190e-06
28	3.572384e-06
29	3.545490e-06
30	3.734198e-06
31	3.518556e-06
32	3.522141e-06
33	3.714633e-06
34	3.493620e-06
35	3.542730e-06
36	3.715341e-06
37	3.502593e-06
38	3.606614e-06
39	3.731845e-06
40	3.533779e-06
41	3.695173e-06
42	3.747385e-06
43	3.565403e-06
44	3.780884e-06
45	3.742345e-06
46	3.577226e-06
47	3.839819e-06
48	3.704897e-06
49	3.561073e-06
50	3.861390e-06
51	3.637415e-06
52	3.525004e-06
53	3.851023e-06
54	3.555657e-06
55	3.489354e-06
56	3.825243e-06
57	3.481550e-06
58	3.477138e-06
59	3.802435e-06
60	3.433579e-06
61	3.503827e-06
62	3.794135e-06
63	3.419448e-06
64	3.571167e-06
65	3.800650e-06
66	3.434003e-06
67	3.667145e-06
68	3.812197e-06
69	3.462638e-06
70	3.771224e-06
71	3.814191e-06
72	3.488063e-06
73	3.862039e-06
74	3.793873e-06
75	3.497286e-06
76	3.924313e-06
77	3.745448e-06
78	3.486031e-06
79	3.952625e-06
80	3.671954e-06
81	3.459271e-06
82	3.951221e-06
83	3.583684e-06
84	3.428339e-06
85	3.930790e-06
86	3.494346e-06
87	3.406356e-06
88	3.903992e-06
89	3.416822e-06
90	3.403978e-06
91	3.881590e-06
92	3.360050e-06
93	3.426830e-06
94	3.870239e-06
95	3.327748e-06
96	3.474984e-06
97	3.872085e-06
98	3.318821e-06
99	3.544036e-06
100	3.885700e-06
101	3.328823e-06
102	3.626962e-06
103	3.907620e-06
104	3.351738e-06
105	3.716037e-06
106	3.933882e-06
107	3.381546e-06
108	3.804327e-06
109	3.961166e-06
110	3.413269e-06
111	3.886568e-06
112	3.987444e-06
113	3.443475e-06
114	3.959457e-06
115	4.012163e-06
116	3.470343e-06
117	4.021522e-06
118	4.036117e-06
119	3.493474e-06
120	4.072740e-06
121	4.061175e-06
122	3.513608e-06
123	4.114087e-06
124	4.089966e-06
125	3.532368e-06
126	4.147108e-06
127	4.125597e-06
128	3.552069e-06
129	4.173549e-06
130	4.171381e-06
131	3.575565e-06
132	4.195027e-06
133	4.230494e-06
134	3.606033e-06
135	4.212628e-06
136	4.305413e-06
137	3.646561e-06
138	4.226324e-06
139	4.396964e-06
140	3.699400e-06
141	4.234128e-06
142	4.502837e-06
143	3.764858e-06
144	4.231067e-06
