#Turn	Emit_x
-1	4.608954e-06
0	4.657147e-06
1	4.655305e-06
2	4.553593e-06
3	4.566892e-06
4	4.604442e-06
5	4.499878e-06
6	4.495956e-06
7	4.568084e-06
8	4.479786e-06
9	4.479381e-06
10	4.568210e-06
11	4.506013e-06
12	4.525862e-06
13	4.602924e-06
14	4.564139e-06
15	4.613937e-06
16	4.647676e-06
17	4.620255e-06
18	4.703930e-06
19	4.669560e-06
20	4.640065e-06
21	4.758867e-06
22	4.646520e-06
23	4.608825e-06
24	4.762943e-06
25	4.580570e-06
26	4.540734e-06
27	4.727595e-06
28	4.497347e-06
29	4.472252e-06
30	4.682459e-06
31	4.432288e-06
32	4.443186e-06
33	4.657144e-06
34	4.411456e-06
35	4.476242e-06
36	4.664460e-06
37	4.437833e-06
38	4.565975e-06
39	4.694045e-06
40	4.490292e-06
41	4.682210e-06
42	4.718995e-06
43	4.535409e-06
44	4.785198e-06
45	4.711175e-06
46	4.545551e-06
47	4.844306e-06
48	4.656802e-06
49	4.513567e-06
50	4.850837e-06
51	4.564157e-06
52	4.456538e-06
53	4.819131e-06
54	4.459755e-06
55	4.407113e-06
56	4.776592e-06
57	4.375587e-06
58	4.397643e-06
59	4.748833e-06
60	4.334504e-06
61	4.445476e-06
62	4.747685e-06
63	4.340907e-06
64	4.546114e-06
65	4.767161e-06
66	4.380400e-06
67	4.676181e-06
68	4.787971e-06
69	4.427525e-06
70	4.803569e-06
71	4.787346e-06
72	4.457360e-06
73	4.899740e-06
74	4.749327e-06
75	4.455672e-06
76	4.949089e-06
77	4.671200e-06
78	4.423597e-06
79	4.952181e-06
80	4.563972e-06
81	4.375674e-06
82	4.922680e-06
83	4.447543e-06
84	4.333085e-06
85	4.880365e-06
86	4.343394e-06
87	4.315632e-06
88	4.843724e-06
89	4.268052e-06
90	4.335725e-06
91	4.824829e-06
92	4.229440e-06
93	4.395990e-06
94	4.827566e-06
95	4.226585e-06
96	4.490259e-06
97	4.848736e-06
