#Turn	Emit_x
-1	4.550552e-06
0	4.598111e-06
1	4.596520e-06
2	4.496248e-06
3	4.509364e-06
4	4.546800e-06
5	4.443500e-06
6	4.439593e-06
7	4.511210e-06
8	4.423641e-06
9	4.423188e-06
10	4.511291e-06
11	4.449154e-06
12	4.468753e-06
13	4.545241e-06
14	4.505984e-06
15	4.555332e-06
16	4.589064e-06
17	4.560963e-06
18	4.644056e-06
19	4.610526e-06
20	4.580475e-06
21	4.698598e-06
22	4.587948e-06
23	4.549984e-06
24	4.703280e-06
25	4.523173e-06
26	4.483271e-06
27	4.669099e-06
28	4.441212e-06
29	4.415987e-06
30	4.624971e-06
31	4.376786e-06
32	4.387203e-06
33	4.599944e-06
34	4.355579e-06
35	4.419371e-06
36	4.606749e-06
37	4.380758e-06
38	4.507416e-06
39	4.635455e-06
40	4.431851e-06
41	4.621944e-06
42	4.659834e-06
43	4.476193e-06
44	4.723983e-06
45	4.652282e-06
46	4.486585e-06
47	4.783275e-06
48	4.599081e-06
49	4.455734e-06
50	4.790917e-06
51	4.508060e-06
52	4.400067e-06
53	4.760611e-06
54	4.405003e-06
55	4.351421e-06
56	4.719048e-06
57	4.321271e-06
58	4.341587e-06
59	4.691430e-06
60	4.279510e-06
61	4.387885e-06
62	4.689657e-06
63	4.284433e-06
64	4.486322e-06
65	4.708234e-06
66	4.322314e-06
67	4.614312e-06
68	4.728522e-06
69	4.368411e-06
70	4.740484e-06
71	4.728254e-06
72	4.398236e-06
73	4.836684e-06
74	4.691588e-06
75	4.397525e-06
76	4.887204e-06
77	4.615503e-06
78	4.366943e-06
79	4.892110e-06
80	4.510400e-06
81	4.320332e-06
82	4.864392e-06
83	4.395527e-06
84	4.278233e-06
85	4.823254e-06
86	4.291905e-06
87	4.260083e-06
88	4.786882e-06
89	4.215919e-06
90	4.278296e-06
91	4.767379e-06
92	4.175680e-06
93	4.335817e-06
94	4.768925e-06
95	4.170626e-06
96	4.426986e-06
97	4.788758e-06
98	4.193550e-06
99	4.540466e-06
100	4.819767e-06
101	4.233748e-06
102	4.662772e-06
103	4.853447e-06
104	4.280102e-06
105	4.781337e-06
106	4.882317e-06
107	4.323330e-06
108	4.886505e-06
109	4.901373e-06
110	4.357142e-06
111	4.972361e-06
112	4.908563e-06
113	4.378384e-06
114	5.036580e-06
115	4.904501e-06
116	4.386528e-06
117	5.079675e-06
118	4.891788e-06
119	4.382868e-06
120	5.104021e-06
121	4.874239e-06
122	4.369773e-06
123	5.112940e-06
124	4.856281e-06
125	4.350179e-06
126	5.110052e-06
127	4.842597e-06
128	4.327402e-06
129	5.098901e-06
130	4.838030e-06
131	4.305221e-06
132	5.082850e-06
133	4.847644e-06
134	4.288106e-06
135	5.065094e-06
136	4.876762e-06
137	4.281393e-06
138	5.048620e-06
139	4.930716e-06
140	4.291117e-06
141	5.035798e-06
142	5.013948e-06
143	4.323144e-06
144	5.027307e-06
145	5.128053e-06
146	4.381355e-06
147	5.020191e-06
148	5.268554e-06
149	4.465014e-06
150	5.005508e-06
151	5.420980e-06
152	4.566356e-06
153	4.967317e-06
154	5.558324e-06
155	4.670625e-06
156	4.886297e-06
157	5.643859e-06
158	4.761434e-06
159	4.751355e-06
160	5.643458e-06
161	4.832994e-06
162	4.577819e-06
163	5.546902e-06
164	4.905428e-06
165	4.419491e-06
166	5.384333e-06
167	5.028383e-06
168	4.352821e-06
169	5.208192e-06
170	5.244390e-06
171	4.423979e-06
172	5.032707e-06
173	5.504727e-06
174	4.597084e-06
175	4.811934e-06
176	5.648236e-06
177	4.783776e-06
178	4.543122e-06
179	5.559247e-06
180	4.961218e-06
181	4.357904e-06
182	5.312771e-06
183	5.227300e-06
184	4.405026e-06
185	5.021101e-06
186	5.558874e-06
187	4.643667e-06
188	4.666388e-06
189	5.640878e-06
190	4.902083e-06
191	4.372620e-06
192	5.387327e-06
193	5.213181e-06
194	4.393503e-06
195	5.003157e-06
196	5.597549e-06
197	4.692256e-06
198	4.551522e-06
199	5.598444e-06
200	5.015443e-06
201	4.326437e-06
202	5.219879e-06
203	5.448334e-06
204	4.552500e-06
205	4.695998e-06
206	5.662616e-06
207	4.933809e-06
208	4.328859e-06
209	5.315118e-06
210	5.384851e-06
211	4.507720e-06
212	4.729588e-06
213	5.672835e-06
214	4.934009e-06
215	4.320006e-06
216	5.299615e-06
217	5.429158e-06
218	4.548173e-06
219	4.643659e-06
220	5.656368e-06
221	5.010542e-06
222	4.311001e-06
223	5.174507e-06
224	5.556151e-06
225	4.671947e-06
226	4.474115e-06
227	5.568398e-06
228	5.165885e-06
229	4.369473e-06
230	4.928000e-06
231	5.676310e-06
232	4.859458e-06
233	4.325345e-06
234	5.364471e-06
235	5.415951e-06
236	4.550606e-06
237	4.594029e-06
238	5.642925e-06
239	5.080856e-06
240	4.327583e-06
241	5.030950e-06
242	5.653695e-06
243	4.811811e-06
244	4.341419e-06
245	5.411978e-06
246	5.380201e-06
247	4.524879e-06
248	4.619597e-06
249	5.653844e-06
250	5.069009e-06
251	4.322762e-06
252	5.043605e-06
253	5.650384e-06
254	4.806362e-06
255	4.344338e-06
256	5.417829e-06
257	5.371782e-06
258	4.517074e-06
259	4.635999e-06
260	5.658713e-06
261	5.051281e-06
262	4.316860e-06
263	5.081527e-06
264	5.628711e-06
265	4.767828e-06
266	4.377411e-06
267	5.468496e-06
268	5.297135e-06
269	4.455942e-06
270	4.753252e-06
271	5.682167e-06
272	4.957703e-06
273	4.306895e-06
