#Turn	Emit_x
-1	3.754375e-06
0	3.793332e-06
1	3.794785e-06
2	3.713766e-06
3	3.724366e-06
4	3.759765e-06
5	3.673619e-06
6	3.669977e-06
7	3.734212e-06
8	3.657017e-06
9	3.656132e-06
10	3.734009e-06
11	3.673595e-06
12	3.690057e-06
13	3.758345e-06
14	3.713787e-06
15	3.757097e-06
16	3.790165e-06
17	3.753822e-06
18	3.828703e-06
19	3.805875e-06
20	3.768928e-06
21	3.877072e-06
22	3.788829e-06
23	3.747513e-06
24	3.888597e-06
25	3.739078e-06
26	3.698426e-06
27	3.869075e-06
28	3.673885e-06
29	3.647151e-06
30	3.838372e-06
31	3.618749e-06
32	3.623071e-06
33	3.818082e-06
34	3.594050e-06
35	3.644806e-06
36	3.819328e-06
37	3.604683e-06
38	3.711314e-06
39	3.837112e-06
40	3.638060e-06
41	3.802846e-06
42	3.853671e-06
43	3.671220e-06
44	3.890610e-06
45	3.848482e-06
46	3.683100e-06
47	3.949892e-06
48	3.809422e-06
49	3.665508e-06
50	3.970165e-06
51	3.739360e-06
52	3.627316e-06
53	3.957664e-06
54	3.655091e-06
55	3.590086e-06
56	3.930008e-06
57	3.579604e-06
58	3.577856e-06
59	3.906406e-06
60	3.531950e-06
61	3.606435e-06
62	3.898563e-06
63	3.519648e-06
64	3.677090e-06
65	3.906281e-06
66	3.536725e-06
67	3.776745e-06
68	3.918871e-06
69	3.567494e-06
70	3.883672e-06
71	3.920877e-06
72	3.593803e-06
73	3.975650e-06
74	3.899084e-06
75	3.602362e-06
76	4.037183e-06
77	3.847837e-06
78	3.589258e-06
79	4.063270e-06
80	3.770842e-06
81	3.560304e-06
82	4.059008e-06
83	3.679308e-06
84	3.527811e-06
85	4.036011e-06
86	3.587785e-06
87	3.505673e-06
88	4.007640e-06
89	3.509664e-06
90	3.504894e-06
91	3.984964e-06
92	3.453963e-06
93	3.530990e-06
94	3.974535e-06
95	3.424097e-06
96	3.583568e-06
97	3.978108e-06
98	3.418429e-06
99	3.657570e-06
100	3.993720e-06
101	3.431890e-06
102	3.745311e-06
103	4.017384e-06
104	3.457908e-06
105	3.838517e-06
106	4.044722e-06
107	3.490053e-06
108	3.929889e-06
109	4.072160e-06
110	3.523112e-06
111	4.013993e-06
112	4.097579e-06
113	3.553583e-06
114	4.087531e-06
115	4.120464e-06
116	3.579692e-06
117	4.149157e-06
118	4.141741e-06
119	3.601160e-06
120	4.199052e-06
121	4.163460e-06
122	3.618876e-06
123	4.238428e-06
124	4.188454e-06
125	3.634619e-06
126	4.269075e-06
127	4.220054e-06
128	3.650870e-06
129	4.292999e-06
130	4.261837e-06
131	3.670674e-06
132	4.312106e-06
133	4.317320e-06
134	3.697472e-06
135	4.327836e-06
136	4.389458e-06
137	3.734728e-06
138	4.340615e-06
139	4.479736e-06
140	3.785206e-06
141	4.349000e-06
142	4.586694e-06
143	3.849824e-06
144	4.348564e-06
145	4.703914e-06
146	3.926305e-06
147	4.330993e-06
148	4.818004e-06
149	4.008374e-06
150	4.284640e-06
151	4.908044e-06
152	4.086870e-06
153	4.198505e-06
154	4.948883e-06
155	4.154403e-06
156	4.071185e-06
157	4.920479e-06
158	4.213920e-06
159	3.922721e-06
160	4.821765e-06
161	4.287436e-06
162	3.799861e-06
163	4.678256e-06
164	4.413206e-06
165	3.760436e-06
166	4.524583e-06
167	4.612910e-06
168	3.833555e-06
169	4.363544e-06
170	4.833717e-06
171	3.986745e-06
172	4.160383e-06
173	4.945999e-06
174	4.154189e-06
175	3.922257e-06
176	4.862866e-06
177	4.324308e-06
178	3.761160e-06
179	4.642437e-06
180	4.570849e-06
181	3.800427e-06
182	4.373136e-06
183	4.863762e-06
184	4.010912e-06
185	4.049991e-06
186	4.944176e-06
187	4.254220e-06
188	3.779482e-06
